Sunlight(Lux),WSGust,WDGust,GloblRad,Precp,TxSoil0cm,TxSoil10cm,TxSoil20cm,TxSoil50cm,TxSoil100cm,WindSpeed(m/s)_yes,Pressure(hpa)_yes,Temperature(°C)_yes,Humidity(%)_yes,Sunlight(Lux)_yes,Power(mW)_yes,WSGust_yes,WDGust_yes,GloblRad_yes,Precp_yes,TxSoil0cm_yes,TxSoil10cm_yes,TxSoil20cm_yes,TxSoil50cm_yes,TxSoil100cm_yes,Sunlight(Lux)_last_min,Sunlight(Lux)_last_2min,Time,Minute,Direction_x,Direction_y,Location,Height,Predicted_Power
13174.296915328663,2.8,134.0,1.9,0.0,26.6,25.7,25.4,25.9,25.8,0.0,1011.16,27.15,77.29,25320.75,166.44,4.8,75.0,2.2,0.0,25.8,25.5,25.5,25.9,25.8,14162.953021643943,16425.87145461581,22.0,40.0,-0.9563047559630354,-0.29237170472273677,14.0,5.0,60.62
14470.95004803516,2.8,134.0,1.9,0.0,26.6,25.7,25.4,25.9,25.8,0.0,1011.03,27.12,77.17,34288.71,283.48,4.8,75.0,2.2,0.0,25.8,25.5,25.5,25.9,25.8,13174.296915328663,14162.953021643943,23.0,50.0,-0.9563047559630354,-0.29237170472273677,14.0,5.0,51.26
16724.346272340063,2.3,160.0,0.6,0.0,26.6,26.0,25.6,25.9,25.8,0.0,1010.95,27.68,74.25,37849.83,346.43,5.9,86.0,1.9,0.0,26.2,25.9,25.6,25.9,25.8,14470.95004803516,13174.296915328663,24.0,0.0,-0.9563047559630354,-0.29237170472273677,14.0,5.0,57.94
19129.65688657296,2.3,160.0,0.6,0.0,26.6,26.0,25.6,25.9,25.8,0.0,1010.96,28.47,69.92,41609.29,397.9,5.9,86.0,1.9,0.0,26.2,25.9,25.6,25.9,25.8,16724.346272340063,14470.95004803516,25.0,10.0,-0.9563047559630354,-0.29237170472273677,14.0,5.0,82.95
21688.985936344492,2.3,160.0,0.6,0.0,26.6,26.0,25.6,25.9,25.8,0.0,1010.83,27.1,75.8,35101.0,267.97,5.9,86.0,1.9,0.0,26.2,25.9,25.6,25.9,25.8,19129.65688657296,16724.346272340063,26.0,20.0,-0.9563047559630354,-0.29237170472273677,14.0,5.0,104.5
21908.799877684683,2.3,160.0,0.6,0.0,26.6,26.0,25.6,25.9,25.8,0.0,1010.71,27.44,74.95,35891.21,298.81,5.9,86.0,1.9,0.0,26.2,25.9,25.6,25.9,25.8,21688.985936344492,19129.65688657296,27.0,30.0,-0.9563047559630354,-0.29237170472273677,14.0,5.0,126.29
22016.19826188719,2.3,160.0,0.6,0.0,26.6,26.0,25.6,25.9,25.8,0.0,1010.49,28.33,69.87,64978.41,1003.2,5.9,86.0,1.9,0.0,26.2,25.9,25.6,25.9,25.8,21908.799877684683,21688.985936344492,28.0,40.0,-0.9563047559630354,-0.29237170472273677,14.0,5.0,162.79
22373.446589920233,2.3,160.0,0.6,0.0,26.6,26.0,25.6,25.9,25.8,0.0,1010.57,28.71,67.53,39512.98,388.73,5.9,86.0,1.9,0.0,26.2,25.9,25.6,25.9,25.8,22016.19826188719,21908.799877684683,29.0,50.0,-0.9563047559630354,-0.29237170472273677,14.0,5.0,121.42
22476.014891329094,1.3,337.0,0.4,0.0,26.4,26.2,25.8,25.8,25.8,0.0,1010.47,27.2,74.26,32151.58,224.06,4.8,97.0,2.2,0.0,26.7,26.2,25.8,25.9,25.8,22373.446589920233,22016.19826188719,30.0,0.0,-0.9563047559630354,-0.29237170472273677,14.0,5.0,54.2
24658.900678880156,1.3,337.0,0.4,0.0,26.4,26.2,25.8,25.8,25.8,0.04,1010.5,28.38,69.19,38262.01,345.58,4.8,97.0,2.2,0.0,26.7,26.2,25.8,25.9,25.8,22476.014891329094,22373.446589920233,31.0,10.0,-0.9563047559630354,-0.29237170472273677,14.0,5.0,90.41
21226.52658285526,1.3,337.0,0.4,0.0,26.4,26.2,25.8,25.8,25.8,0.0,1010.43,27.12,75.48,28372.67,181.02,4.8,97.0,2.2,0.0,26.7,26.2,25.8,25.9,25.8,24658.900678880156,22476.014891329094,32.0,20.0,-0.9563047559630354,-0.29237170472273677,14.0,5.0,57.9
16437.22483927169,1.3,337.0,0.4,0.0,26.4,26.2,25.8,25.8,25.8,0.0,1010.32,28.08,71.88,27347.92,173.38,4.8,97.0,2.2,0.0,26.7,26.2,25.8,25.9,25.8,21226.52658285526,24658.900678880156,33.0,30.0,-0.9563047559630354,-0.29237170472273677,14.0,5.0,23.35
13593.745849562765,1.3,337.0,0.4,0.0,26.4,26.2,25.8,25.8,25.8,0.0,1010.22,27.4,72.7,18999.75,85.2,4.8,97.0,2.2,0.0,26.7,26.2,25.8,25.9,25.8,16437.22483927169,21226.52658285526,34.0,40.0,-0.9563047559630354,-0.29237170472273677,14.0,5.0,3.19
11938.134831579388,1.3,337.0,0.4,0.0,26.4,26.2,25.8,25.8,25.8,0.0,1010.08,27.36,74.49,16303.5,64.29,4.8,97.0,2.2,0.0,26.7,26.2,25.8,25.9,25.8,13593.745849562765,16437.22483927169,35.0,50.0,-0.9563047559630354,-0.29237170472273677,14.0,5.0,0.0
12817.208745833226,1.6,299.0,0.6,0.0,26.5,26.3,26.0,25.8,25.8,0.0,1009.97,27.2,74.55,17258.25,71.2,4.8,66.0,1.3,0.0,26.8,26.5,26.0,25.9,25.8,11938.134831579388,13593.745849562765,36.0,0.0,-0.9563047559630354,-0.29237170472273677,14.0,5.0,13.59
14597.196975880357,1.6,299.0,0.6,0.0,26.5,26.3,26.0,25.8,25.8,0.0,1009.84,26.95,75.33,20448.33,98.27,4.8,66.0,1.3,0.0,26.8,26.5,26.0,25.9,25.8,12817.208745833226,11938.134831579388,37.0,10.0,-0.9563047559630354,-0.29237170472273677,14.0,5.0,21.56
16228.404540414258,1.6,299.0,0.6,0.0,26.5,26.3,26.0,25.8,25.8,0.0,1009.74,27.56,72.32,28525.25,169.72,4.8,66.0,1.3,0.0,26.8,26.5,26.0,25.9,25.8,14597.196975880357,12817.208745833226,38.0,20.0,-0.9563047559630354,-0.29237170472273677,14.0,5.0,30.67
18120.683899912765,1.6,299.0,0.6,0.0,26.5,26.3,26.0,25.8,25.8,0.0,1009.63,27.71,70.79,21417.08,108.8,4.8,66.0,1.3,0.0,26.8,26.5,26.0,25.9,25.8,16228.404540414258,14597.196975880357,39.0,30.0,-0.9563047559630354,-0.29237170472273677,14.0,5.0,55.7
20477.067080253313,1.6,299.0,0.6,0.0,26.5,26.3,26.0,25.8,25.8,0.0,1009.62,27.17,74.95,15690.75,57.89,4.8,66.0,1.3,0.0,26.8,26.5,26.0,25.9,25.8,18120.683899912765,16228.404540414258,40.0,40.0,-0.9563047559630354,-0.29237170472273677,14.0,5.0,82.21
22107.986455075225,1.6,299.0,0.6,0.0,26.5,26.3,26.0,25.8,25.8,0.0,1009.49,27.22,75.05,17735.75,74.88,4.8,66.0,1.3,0.0,26.8,26.5,26.0,25.9,25.8,20477.067080253313,18120.683899912765,41.0,50.0,-0.9563047559630354,-0.29237170472273677,14.0,5.0,115.21
17527.537111806134,1.2,105.0,0.5,0.0,26.5,26.3,26.1,25.9,25.8,0.0,1009.49,26.96,74.53,17525.08,73.7,3.8,33.0,0.8,0.0,26.5,26.7,26.2,25.9,25.8,22107.986455075225,20477.067080253313,42.0,0.0,-0.9563047559630354,-0.29237170472273677,14.0,5.0,84.77
13856.133547021582,1.2,105.0,0.5,0.0,26.5,26.3,26.1,25.9,25.8,0.0,1009.46,26.89,75.44,13181.42,41.78,3.8,33.0,0.8,0.0,26.5,26.7,26.2,25.9,25.8,17527.537111806134,22107.986455075225,43.0,10.0,-0.9563047559630354,-0.29237170472273677,14.0,5.0,66.1
10094.512987804426,1.2,105.0,0.5,0.0,26.5,26.3,26.1,25.9,25.8,0.0,1009.47,26.33,79.44,9291.42,21.96,3.8,33.0,0.8,0.0,26.5,26.7,26.2,25.9,25.8,13856.133547021582,17527.537111806134,44.0,20.0,-0.9563047559630354,-0.29237170472273677,14.0,5.0,36.92
8306.816249770995,1.2,105.0,0.5,0.0,26.5,26.3,26.1,25.9,25.8,0.0,1009.57,26.81,77.18,11131.42,31.62,3.8,33.0,0.8,0.0,26.5,26.7,26.2,25.9,25.8,10094.512987804426,13856.133547021582,45.0,30.0,-0.9563047559630354,-0.29237170472273677,14.0,5.0,16.84
6509.6471719917,1.2,105.0,0.5,0.0,26.5,26.3,26.1,25.9,25.8,0.0,1009.64,26.47,78.06,10030.08,26.31,3.8,33.0,0.8,0.0,26.5,26.7,26.2,25.9,25.8,8306.816249770995,10094.512987804426,46.0,40.0,-0.9563047559630354,-0.29237170472273677,14.0,5.0,13.18
5100.938331408685,1.2,105.0,0.5,0.0,26.5,26.3,26.1,25.9,25.8,0.0,1009.67,26.62,77.01,9995.75,25.97,3.8,33.0,0.8,0.0,26.5,26.7,26.2,25.9,25.8,6509.6471719917,8306.816249770995,47.0,50.0,-0.9563047559630354,-0.29237170472273677,14.0,5.0,7.22
65422.15035330942,2.5,193.0,2.2,0.0,32.0,31.3,31.5,31.4,29.7,0.0,1009.58,38.01,47.86,36303.21,228.85,2.1,241.0,1.9,0.0,30.5,30.0,30.3,30.8,29.7,58102.49,54677.82,0.0,0.0,-0.9563047559630354,-0.29237170472273677,14.0,5.0,652.74
73066.48073450915,2.5,193.0,2.2,0.0,32.0,31.3,31.5,31.4,29.7,0.0,1009.62,38.71,46.68,63558.52,635.85,2.1,241.0,1.9,0.0,30.5,30.0,30.3,30.8,29.7,65422.15035330942,58102.49,1.0,10.0,-0.9563047559630354,-0.29237170472273677,14.0,5.0,718.79
72805.18907329623,2.5,193.0,2.2,0.0,32.0,31.3,31.5,31.4,29.7,0.0,1009.53,39.98,41.81,69445.8,744.99,2.1,241.0,1.9,0.0,30.5,30.0,30.3,30.8,29.7,73066.48073450915,65422.15035330942,2.0,20.0,-0.9563047559630354,-0.29237170472273677,14.0,5.0,775.18
73064.5161078521,2.5,193.0,2.2,0.0,32.0,31.3,31.5,31.4,29.7,0.0,1009.51,41.78,37.74,69974.98,770.01,2.1,241.0,1.9,0.0,30.5,30.0,30.3,30.8,29.7,72805.18907329623,73066.48073450915,3.0,30.0,-0.9563047559630354,-0.29237170472273677,14.0,5.0,803.42
72257.19753198295,2.5,193.0,2.2,0.0,32.0,31.3,31.5,31.4,29.7,0.0,1009.39,41.1,38.84,70783.04,819.31,2.1,241.0,1.9,0.0,30.5,30.0,30.3,30.8,29.7,73064.5161078521,72805.18907329623,4.0,40.0,-0.9563047559630354,-0.29237170472273677,14.0,5.0,776.75
72721.32608869534,2.5,193.0,2.2,0.0,32.0,31.3,31.5,31.4,29.7,0.0,1009.31,39.82,42.07,51510.48,483.81,2.1,241.0,1.9,0.0,30.5,30.0,30.3,30.8,29.7,72257.19753198295,73064.5161078521,5.0,50.0,-0.9563047559630354,-0.29237170472273677,14.0,5.0,835.68
73110.43987444372,2.6,201.0,2.9,0.0,34.5,31.8,31.6,31.4,29.7,0.0,1009.32,38.27,46.65,31871.75,218.8,2.6,213.0,2.6,0.0,32.8,30.4,30.3,30.8,29.7,72721.32608869534,72257.19753198295,6.0,0.0,-0.9563047559630354,-0.29237170472273677,14.0,5.0,869.87
72288.12772514937,2.6,201.0,2.9,0.0,34.5,31.8,31.6,31.4,29.7,0.0,1009.31,38.48,46.55,34401.66,266.07,2.6,213.0,2.6,0.0,32.8,30.4,30.3,30.8,29.7,73110.43987444372,72721.32608869534,7.0,10.0,-0.9563047559630354,-0.29237170472273677,14.0,5.0,966.4
71867.93278735422,2.6,201.0,2.9,0.0,34.5,31.8,31.6,31.4,29.7,0.0,1009.2,39.66,45.29,45638.08,484.61,2.6,213.0,2.6,0.0,32.8,30.4,30.3,30.8,29.7,72288.12772514937,73110.43987444372,8.0,20.0,-0.9563047559630354,-0.29237170472273677,14.0,5.0,984.28
69809.29147233936,2.6,201.0,2.9,0.0,34.5,31.8,31.6,31.4,29.7,0.0,1009.15,41.52,41.67,50937.1,702.2,2.6,213.0,2.6,0.0,32.8,30.4,30.3,30.8,29.7,71867.93278735422,72288.12772514937,9.0,30.0,-0.9563047559630354,-0.29237170472273677,14.0,5.0,1045.24
68537.18215668738,2.6,201.0,2.9,0.0,34.5,31.8,31.6,31.4,29.7,0.0,1009.09,44.69,34.74,66057.25,1197.38,2.6,213.0,2.6,0.0,32.8,30.4,30.3,30.8,29.7,69809.29147233936,71867.93278735422,10.0,40.0,-0.9563047559630354,-0.29237170472273677,14.0,5.0,1180.02
67538.85475351366,2.6,201.0,2.9,0.0,34.5,31.8,31.6,31.4,29.7,0.0,1008.85,45.08,32.56,62635.1,1168.53,2.6,213.0,2.6,0.0,32.8,30.4,30.3,30.8,29.7,68537.18215668738,69809.29147233936,11.0,50.0,-0.9563047559630354,-0.29237170472273677,14.0,5.0,1205.58
64558.812251573654,2.2,201.0,3.3,0.0,36.8,32.5,31.8,31.3,29.8,0.0,1008.74,45.66,32.04,62470.87,1188.55,2.2,96.0,2.5,0.0,34.3,31.0,30.5,30.7,29.7,67538.85475351366,68537.18215668738,12.0,0.0,-0.9563047559630354,-0.29237170472273677,14.0,5.0,1194.87
57879.31030549638,2.2,201.0,3.3,0.0,36.8,32.5,31.8,31.3,29.8,0.0,1008.6,45.42,31.97,59547.36,1204.68,2.2,96.0,2.5,0.0,34.3,31.0,30.5,30.7,29.7,64558.812251573654,67538.85475351366,13.0,10.0,-0.9563047559630354,-0.29237170472273677,14.0,5.0,1189.82
53641.19463053717,2.2,201.0,3.3,0.0,36.8,32.5,31.8,31.3,29.8,0.0,1008.53,45.05,32.59,59874.03,1317.57,2.2,96.0,2.5,0.0,34.3,31.0,30.5,30.7,29.7,57879.31030549638,64558.812251573654,14.0,20.0,-0.9563047559630354,-0.29237170472273677,14.0,5.0,1192.54
52020.905827622715,2.2,201.0,3.3,0.0,36.8,32.5,31.8,31.3,29.8,0.0,1008.46,44.9,32.4,50468.97,1124.77,2.2,96.0,2.5,0.0,34.3,31.0,30.5,30.7,29.7,53641.19463053717,57879.31030549638,15.0,30.0,-0.9563047559630354,-0.29237170472273677,14.0,5.0,1135.63
51962.633220319636,2.2,201.0,3.3,0.0,36.8,32.5,31.8,31.3,29.8,0.0,1008.36,44.85,33.4,49513.48,1284.75,2.2,96.0,2.5,0.0,34.3,31.0,30.5,30.7,29.7,52020.905827622715,53641.19463053717,16.0,40.0,-0.9563047559630354,-0.29237170472273677,14.0,5.0,1232.13
49600.369341947015,2.2,201.0,3.3,0.0,36.8,32.5,31.8,31.3,29.8,0.0,1008.27,45.29,32.86,44967.16,1263.94,2.2,96.0,2.5,0.0,34.3,31.0,30.5,30.7,29.7,51962.633220319636,52020.905827622715,17.0,50.0,-0.9563047559630354,-0.29237170472273677,14.0,5.0,1279.71
49295.9146633933,2.5,234.0,3.5,0.0,38.2,33.4,32.1,31.3,29.8,0.0,1008.14,44.19,34.34,44147.6,1282.02,4.0,123.0,3.5,0.0,36.2,31.9,30.8,30.7,29.7,49600.369341947015,51962.633220319636,18.0,0.0,-0.9563047559630354,-0.29237170472273677,14.0,5.0,1208.2
46541.444901154755,2.5,234.0,3.5,0.0,38.2,33.4,32.1,31.3,29.8,0.0,1008.08,44.69,33.28,45856.07,1297.23,4.0,123.0,3.5,0.0,36.2,31.9,30.8,30.7,29.7,49295.9146633933,49600.369341947015,19.0,10.0,-0.9563047559630354,-0.29237170472273677,14.0,5.0,1243.43
45804.70189524358,2.5,234.0,3.5,0.0,38.2,33.4,32.1,31.3,29.8,0.0,1007.96,44.46,33.63,47435.88,1287.72,4.0,123.0,3.5,0.0,36.2,31.9,30.8,30.7,29.7,46541.444901154755,49295.9146633933,20.0,20.0,-0.9563047559630354,-0.29237170472273677,14.0,5.0,1230.25
47767.855595465204,2.5,234.0,3.5,0.0,38.2,33.4,32.1,31.3,29.8,0.0,1007.87,43.49,35.12,50469.9,1305.33,4.0,123.0,3.5,0.0,36.2,31.9,30.8,30.7,29.7,45804.70189524358,46541.444901154755,21.0,30.0,-0.9563047559630354,-0.29237170472273677,14.0,5.0,1268.44
48253.32165774336,2.5,234.0,3.5,0.0,38.2,33.4,32.1,31.3,29.8,0.0,1007.81,45.22,32.07,52454.55,1253.14,4.0,123.0,3.5,0.0,36.2,31.9,30.8,30.7,29.7,47767.855595465204,45804.70189524358,22.0,40.0,-0.9563047559630354,-0.29237170472273677,14.0,5.0,1180.5
49709.74416715643,2.5,234.0,3.5,0.0,38.2,33.4,32.1,31.3,29.8,0.0,1007.81,45.9,30.79,53947.75,1236.56,4.0,123.0,3.5,0.0,36.2,31.9,30.8,30.7,29.7,48253.32165774336,47767.855595465204,23.0,50.0,-0.9563047559630354,-0.29237170472273677,14.0,5.0,1166.53
53625.2939160099,2.6,68.0,3.6,0.0,37.6,34.4,32.6,31.3,29.8,0.0,1007.83,45.57,30.82,54726.7,1245.7,3.5,243.0,3.6,0.0,36.0,32.9,31.3,30.7,29.7,49709.74416715643,48253.32165774336,24.0,0.0,-0.9563047559630354,-0.29237170472273677,14.0,5.0,1192.04
54084.74374447822,2.6,68.0,3.6,0.0,37.6,34.4,32.6,31.3,29.8,0.0,1007.8,45.23,31.74,51849.0,1164.81,3.5,243.0,3.6,0.0,36.0,32.9,31.3,30.7,29.7,53625.2939160099,49709.74416715643,25.0,10.0,-0.9563047559630354,-0.29237170472273677,14.0,5.0,1224.49
53764.517990488624,2.6,68.0,3.6,0.0,37.6,34.4,32.6,31.3,29.8,0.0,1007.79,45.75,30.96,51847.03,1157.47,3.5,243.0,3.6,0.0,36.0,32.9,31.3,30.7,29.7,54084.74374447822,53625.2939160099,26.0,20.0,-0.9563047559630354,-0.29237170472273677,14.0,5.0,1203.15
51834.32979280425,2.6,68.0,3.6,0.0,37.6,34.4,32.6,31.3,29.8,0.0,1007.67,45.48,30.81,49185.14,1112.16,3.5,243.0,3.6,0.0,36.0,32.9,31.3,30.7,29.7,53764.517990488624,54084.74374447822,27.0,30.0,-0.9563047559630354,-0.29237170472273677,14.0,5.0,1128.13
49359.03064222738,2.6,68.0,3.6,0.0,37.6,34.4,32.6,31.3,29.8,0.0,1007.59,45.39,31.11,48328.39,1071.9,3.5,243.0,3.6,0.0,36.0,32.9,31.3,30.7,29.7,51834.32979280425,53764.517990488624,28.0,40.0,-0.9563047559630354,-0.29237170472273677,14.0,5.0,1086.6
47606.335612236,2.6,68.0,3.6,0.0,37.6,34.4,32.6,31.3,29.8,0.0,1007.52,45.75,30.6,48515.98,1043.25,3.5,243.0,3.6,0.0,36.0,32.9,31.3,30.7,29.7,49359.03064222738,51834.32979280425,29.0,50.0,-0.9563047559630354,-0.29237170472273677,14.0,5.0,1055.66
45972.3787101089,2.6,160.0,3.4,0.0,38.2,35.2,33.1,31.3,29.8,0.0,1007.43,46.97,29.0,47836.23,983.31,3.4,122.0,3.3,0.0,36.7,33.8,31.9,30.6,29.7,47606.335612236,49359.03064222738,30.0,0.0,-0.9563047559630354,-0.29237170472273677,14.0,5.0,984.26
45178.567991365395,2.6,160.0,3.4,0.0,38.2,35.2,33.1,31.3,29.8,0.0,1007.37,47.1,28.98,47902.89,929.14,3.4,122.0,3.3,0.0,36.7,33.8,31.9,30.6,29.7,45972.3787101089,47606.335612236,31.0,10.0,-0.9563047559630354,-0.29237170472273677,14.0,5.0,930.58
41140.37696698636,2.6,160.0,3.4,0.0,38.2,35.2,33.1,31.3,29.8,0.0,1007.37,46.84,29.7,46411.79,835.8,3.4,122.0,3.3,0.0,36.7,33.8,31.9,30.6,29.7,45178.567991365395,45972.3787101089,32.0,20.0,-0.9563047559630354,-0.29237170472273677,14.0,5.0,853.89
36819.548534554044,2.6,160.0,3.4,0.0,38.2,35.2,33.1,31.3,29.8,0.0,1007.34,47.47,28.58,46830.16,811.08,3.4,122.0,3.3,0.0,36.7,33.8,31.9,30.6,29.7,41140.37696698636,45178.567991365395,33.0,30.0,-0.9563047559630354,-0.29237170472273677,14.0,5.0,652.57
35458.17178143538,2.6,160.0,3.4,0.0,38.2,35.2,33.1,31.3,29.8,0.0,1007.35,46.52,29.94,45418.53,736.0,3.4,122.0,3.3,0.0,36.7,33.8,31.9,30.6,29.7,36819.548534554044,41140.37696698636,34.0,40.0,-0.9563047559630354,-0.29237170472273677,14.0,5.0,511.24
27233.01238519515,2.6,160.0,3.4,0.0,38.2,35.2,33.1,31.3,29.8,0.0,1007.33,46.74,30.32,44083.09,673.04,3.4,122.0,3.3,0.0,36.7,33.8,31.9,30.6,29.7,35458.17178143538,36819.548534554044,35.0,50.0,-0.9563047559630354,-0.29237170472273677,14.0,5.0,264.13
33781.973789840566,4.4,65.0,2.8,0.0,38.4,35.9,33.7,31.3,29.8,0.0,1007.32,47.52,29.09,42880.45,601.62,3.5,137.0,2.9,0.0,37.2,34.6,32.5,30.7,29.7,27233.01238519515,35458.17178143538,36.0,0.0,-0.9563047559630354,-0.29237170472273677,14.0,5.0,425.4
39405.17732940953,4.4,65.0,2.8,0.0,38.4,35.9,33.7,31.3,29.8,0.0,1007.29,47.34,28.85,41725.59,531.3,3.5,137.0,2.9,0.0,37.2,34.6,32.5,30.7,29.7,33781.973789840566,27233.01238519515,37.0,10.0,-0.9563047559630354,-0.29237170472273677,14.0,5.0,506.35
41026.109987847856,4.4,65.0,2.8,0.0,38.4,35.9,33.7,31.3,29.8,0.0,1007.21,47.01,29.42,40275.77,466.73,3.5,137.0,2.9,0.0,37.2,34.6,32.5,30.7,29.7,39405.17732940953,33781.973789840566,38.0,20.0,-0.9563047559630354,-0.29237170472273677,14.0,5.0,490.42
34314.30384249355,4.4,65.0,2.8,0.0,38.4,35.9,33.7,31.3,29.8,0.0,1007.02,46.2,31.18,38423.5,408.79,3.5,137.0,2.9,0.0,37.2,34.6,32.5,30.7,29.7,41026.109987847856,39405.17732940953,39.0,30.0,-0.9563047559630354,-0.29237170472273677,14.0,5.0,360.14
27334.29113987841,4.4,65.0,2.8,0.0,38.4,35.9,33.7,31.3,29.8,0.0,1006.86,43.17,36.86,20477.75,138.39,3.5,137.0,2.9,0.0,37.2,34.6,32.5,30.7,29.7,34314.30384249355,41026.109987847856,40.0,40.0,-0.9563047559630354,-0.29237170472273677,14.0,5.0,341.55
22636.796541416163,4.4,65.0,2.8,0.0,38.4,35.9,33.7,31.3,29.8,0.0,1006.82,37.41,52.2,5974.83,9.86,3.5,137.0,2.9,0.0,37.2,34.6,32.5,30.7,29.7,27334.29113987841,34314.30384249355,41.0,50.0,-0.9563047559630354,-0.29237170472273677,14.0,5.0,224.98
19117.821383674316,3.7,100.0,2.1,0.0,38.2,36.4,34.2,31.3,29.8,0.0,1006.97,36.14,58.76,6762.83,15.07,3.2,93.0,2.2,0.0,37.2,35.2,33.0,30.7,29.7,22636.796541416163,27334.29113987841,42.0,0.0,-0.9563047559630354,-0.29237170472273677,14.0,5.0,134.68
14379.863752185387,3.7,100.0,2.1,0.0,38.2,36.4,34.2,31.3,29.8,0.0,1007.02,36.07,59.7,5669.0,9.33,3.2,93.0,2.2,0.0,37.2,35.2,33.0,30.7,29.7,19117.821383674316,22636.796541416163,43.0,10.0,-0.9563047559630354,-0.29237170472273677,14.0,5.0,71.8
10917.031891029987,3.7,100.0,2.1,0.0,38.2,36.4,34.2,31.3,29.8,0.0,1007.12,35.52,63.26,4895.17,6.28,3.2,93.0,2.2,0.0,37.2,35.2,33.0,30.7,29.7,14379.863752185387,19117.821383674316,44.0,20.0,-0.9563047559630354,-0.29237170472273677,14.0,5.0,37.23
9238.141211917213,3.7,100.0,2.1,0.0,38.2,36.4,34.2,31.3,29.8,0.0,1007.12,34.88,68.14,4264.0,4.42,3.2,93.0,2.2,0.0,37.2,35.2,33.0,30.7,29.7,10917.031891029987,14379.863752185387,45.0,30.0,-0.9563047559630354,-0.29237170472273677,14.0,5.0,18.2
7903.3946647686635,3.7,100.0,2.1,0.0,38.2,36.4,34.2,31.3,29.8,0.0,1007.11,35.16,68.13,5288.08,8.47,3.2,93.0,2.2,0.0,37.2,35.2,33.0,30.7,29.7,9238.141211917213,10917.031891029987,46.0,40.0,-0.9563047559630354,-0.29237170472273677,14.0,5.0,21.25
6865.236542520125,3.7,100.0,2.1,0.0,38.2,36.4,34.2,31.3,29.8,0.0,1007.1,35.0,68.43,5186.83,8.54,3.2,93.0,2.2,0.0,37.2,35.2,33.0,30.7,29.7,7903.3946647686635,9238.141211917213,47.0,50.0,-0.9563047559630354,-0.29237170472273677,14.0,5.0,15.21
55072.78600585207,2.4,211.0,1.9,0.0,33.5,33.1,33.3,33.3,31.2,0.0,1004.79,43.71,31.64,59973.57,576.69,2.5,255.0,2.2,0.0,32.7,32.4,32.8,33.1,31.1,49830.04,48473.76,0.0,0.0,-0.9563047559630354,-0.29237170472273677,14.0,5.0,642.31
59937.65210422834,2.4,211.0,1.9,0.0,33.5,33.1,33.3,33.3,31.2,0.0,1004.83,44.11,30.85,61167.6,598.15,2.5,255.0,2.2,0.0,32.7,32.4,32.8,33.1,31.1,55072.78600585207,49830.04,1.0,10.0,-0.9563047559630354,-0.29237170472273677,14.0,5.0,685.9
66201.95860259113,2.4,211.0,1.9,0.0,33.5,33.1,33.3,33.3,31.2,0.0,1004.84,44.56,30.0,66613.75,704.73,2.5,255.0,2.2,0.0,32.7,32.4,32.8,33.1,31.1,59937.65210422834,55072.78600585207,2.0,20.0,-0.9563047559630354,-0.29237170472273677,14.0,5.0,690.36
68766.26832591674,2.4,211.0,1.9,0.0,33.5,33.1,33.3,33.3,31.2,0.0,1004.79,44.75,28.82,69682.99,767.86,2.5,255.0,2.2,0.0,32.7,32.4,32.8,33.1,31.1,66201.95860259113,59937.65210422834,3.0,30.0,-0.9563047559630354,-0.29237170472273677,14.0,5.0,770.06
69449.07152666284,2.4,211.0,1.9,0.0,33.5,33.1,33.3,33.3,31.2,0.0,1004.73,45.69,27.15,73554.0,847.39,2.5,255.0,2.2,0.0,32.7,32.4,32.8,33.1,31.1,68766.26832591674,66201.95860259113,4.0,40.0,-0.9563047559630354,-0.29237170472273677,14.0,5.0,768.98
66362.96482159833,2.4,211.0,1.9,0.0,33.5,33.1,33.3,33.3,31.2,0.0,1004.77,44.79,28.22,76061.0,914.35,2.5,255.0,2.2,0.0,32.7,32.4,32.8,33.1,31.1,69449.07152666284,68766.26832591674,5.0,50.0,-0.9563047559630354,-0.29237170472273677,14.0,5.0,756.31
65375.80929390367,3.8,206.0,2.9,0.0,36.6,33.5,33.4,33.2,31.2,0.0,1004.78,45.99,27.6,75449.34,958.65,1.9,297.0,2.9,0.0,35.9,32.9,32.8,33.0,31.1,66362.96482159833,69449.07152666284,6.0,0.0,-0.9563047559630354,-0.29237170472273677,14.0,5.0,793.61
64704.614378888844,3.8,206.0,2.9,0.0,36.6,33.5,33.4,33.2,31.2,0.0,1004.8,46.58,26.98,73919.84,999.92,1.9,297.0,2.9,0.0,35.9,32.9,32.8,33.0,31.1,65375.80929390367,66362.96482159833,7.0,10.0,-0.9563047559630354,-0.29237170472273677,14.0,5.0,846.64
57348.65107029984,3.8,206.0,2.9,0.0,36.6,33.5,33.4,33.2,31.2,0.0,1004.86,47.52,26.12,69448.5,1031.37,1.9,297.0,2.9,0.0,35.9,32.9,32.8,33.0,31.1,64704.614378888844,65375.80929390367,8.0,20.0,-0.9563047559630354,-0.29237170472273677,14.0,5.0,815.26
54564.219747548465,3.8,206.0,2.9,0.0,36.6,33.5,33.4,33.2,31.2,0.0,1004.84,46.6,28.38,65316.58,1078.41,1.9,297.0,2.9,0.0,35.9,32.9,32.8,33.0,31.1,57348.65107029984,64704.614378888844,9.0,30.0,-0.9563047559630354,-0.29237170472273677,14.0,5.0,901.59
